DEN Week: 1 TeamStats(first_downs=21, total_yds=307, passing_yds=159, rushing_yds=148, penalty_cnt=4, penalty_yds=22, turnovers=3, punt_cnt=3, punt_yds=140, punt_avg=43, pos_time=<nflgame.game.PossessionTime object at 0x103da1990>)
CAR Week: 1 TeamStats(first_downs=21, total_yds=333, passing_yds=176, rushing_yds=157, penalty_cnt=8, penalty_yds=85, turnovers=1, punt_cnt=4, punt_yds=252, punt_avg=47, pos_time=<nflgame.game.PossessionTime object at 0x103da19d0>)ATL Week: 1 TeamStats(first_downs=19, total_yds=374, passing_yds=322, rushing_yds=52, penalty_cnt=7, penalty_yds=74, turnovers=0, punt_cnt=5, punt_yds=193, punt_avg=39, pos_time=<nflgame.game.PossessionTime object at 0x103da1a90>)
NYG Week: 1 TeamStats(first_downs=18, total_yds=316, passing_yds=203, rushing_yds=113, penalty_cnt=4, penalty_yds=40, turnovers=1, punt_cnt=5, punt_yds=257, punt_avg=36, pos_time=<nflgame.game.PossessionTime object at 0x103ead510>)IND Week: 1 TeamStats(first_downs=25, total_yds=450, passing_yds=368, rushing_yds=82, penalty_cnt=5, penalty_yds=45, turnovers=0, punt_cnt=4, punt_yds=195, punt_avg=44, pos_time=<nflgame.game.PossessionTime object at 0x103ead5d0>)
DET Week: 1 TeamStats(first_downs=28, total_yds=448, passing_yds=332, rushing_yds=116, penalty_cnt=8, penalty_yds=70, turnovers=0, punt_cnt=4, punt_yds=235, punt_avg=56, pos_time=<nflgame.game.PossessionTime object at 0x103ead610>)ARI Week: 1 TeamStats(first_downs=21, total_yds=344, passing_yds=252, rushing_yds=92, penalty_cnt=6, penalty_yds=58, turnovers=0, punt_cnt=5, punt_yds=180, punt_avg=32, pos_time=<nflgame.game.PossessionTime object at 0x103ead6d0>)
NE Week: 1 TeamStats(first_downs=19, total_yds=363, passing_yds=257, rushing_yds=106, penalty_cnt=8, penalty_yds=69, turnovers=2, punt_cnt=2, punt_yds=89, punt_avg=41, pos_time=<nflgame.game.PossessionTime object at 0x103ead710>)WAS Week: 1 TeamStats(first_downs=18, total_yds=384, passing_yds=329, rushing_yds=55, penalty_cnt=9, penalty_yds=55, turnovers=2, punt_cnt=1, punt_yds=27, punt_avg=27, pos_time=<nflgame.game.PossessionTime object at 0x103ead7d0>)
PIT Week: 1 TeamStats(first_downs=23, total_yds=435, passing_yds=288, rushing_yds=147, penalty_cnt=4, penalty_yds=81, turnovers=1, punt_cnt=2, punt_yds=107, punt_avg=45, pos_time=<nflgame.game.PossessionTime object at 0x103ead810>)SF Week: 1 TeamStats(first_downs=28, total_yds=320, passing_yds=170, rushing_yds=150, penalty_cnt=2, penalty_yds=10, turnovers=1, punt_cnt=7, punt_yds=319, punt_avg=40, pos_time=<nflgame.game.PossessionTime object at 0x103ead8d0>)
LA Week: 1 TeamStats(first_downs=10, total_yds=185, passing_yds=120, rushing_yds=65, penalty_cnt=10, penalty_yds=102, turnovers=2, punt_cnt=10, punt_yds=431, punt_avg=42, pos_time=<nflgame.game.PossessionTime object at 0x103ead910>)BUF Week: 2 TeamStats(first_downs=16, total_yds=393, passing_yds=307, rushing_yds=86, penalty_cnt=6, penalty_yds=59, turnovers=1, punt_cnt=3, punt_yds=118, punt_avg=39, pos_time=<nflgame.game.PossessionTime object at 0x105b5b550>)
NYJ Week: 2 TeamStats(first_downs=28, total_yds=493, passing_yds=370, rushing_yds=123, penalty_cnt=7, penalty_yds=50, turnovers=1, punt_cnt=2, punt_yds=82, punt_avg=37, pos_time=<nflgame.game.PossessionTime object at 0x105b5b210>)CAR Week: 2 TeamStats(first_downs=26, total_yds=529, passing_yds=353, rushing_yds=176, penalty_cnt=8, penalty_yds=50, turnovers=4, punt_cnt=3, punt_yds=123, punt_avg=41, pos_time=<nflgame.game.PossessionTime object at 0x105b5b310>)
SF Week: 2 TeamStats(first_downs=16, total_yds=302, passing_yds=237, rushing_yds=65, penalty_cnt=6, penalty_yds=50, turnovers=3, punt_cnt=7, punt_yds=318, punt_avg=41, pos_time=<nflgame.game.PossessionTime object at 0x105b5b590>)CLE Week: 2 TeamStats(first_downs=17, total_yds=387, passing_yds=242, rushing_yds=145, penalty_cnt=8, penalty_yds=59, turnovers=2, punt_cnt=5, punt_yds=226, punt_avg=41, pos_time=<nflgame.game.PossessionTime object at 0x105b5b150>)
BAL Week: 2 TeamStats(first_downs=22, total_yds=382, passing_yds=302, rushing_yds=80, penalty_cnt=4, penalty_yds=29, turnovers=2, punt_cnt=3, punt_yds=141, punt_avg=43, pos_time=<nflgame.game.PossessionTime object at 0x105b5b190>)DET Week: 2 TeamStats(first_downs=22, total_yds=375, passing_yds=238, rushing_yds=137, penalty_cnt=17, penalty_yds=138, turnovers=1, punt_cnt=5, punt_yds=217, punt_avg=42, pos_time=<nflgame.game.PossessionTime object at 0x105b5b410>)
TEN Week: 2 TeamStats(first_downs=22, total_yds=363, passing_yds=224, rushing_yds=139, penalty_cnt=12, penalty_yds=83, turnovers=1, punt_cnt=3, punt_yds=142, punt_avg=40, pos_time=<nflgame.game.PossessionTime object at 0x105b5b5d0>)HOU Week: 2 TeamStats(first_downs=15, total_yds=351, passing_yds=254, rushing_yds=97, penalty_cnt=5, penalty_yds=44, turnovers=2, punt_cnt=5, punt_yds=249, punt_avg=37, pos_time=<nflgame.game.PossessionTime object at 0x105b5b450>)
KC Week: 2 TeamStats(first_downs=14, total_yds=291, passing_yds=172, rushing_yds=119, penalty_cnt=9, penalty_yds=77, turnovers=3, punt_cnt=6, punt_yds=285, punt_avg=46, pos_time=<nflgame.game.PossessionTime object at 0x105b5b6d0>)NE Week: 2 TeamStats(first_downs=29, total_yds=465, passing_yds=304, rushing_yds=161, penalty_cnt=7, penalty_yds=65, turnovers=1, punt_cnt=4, punt_yds=128, punt_avg=32, pos_time=<nflgame.game.PossessionTime object at 0x105b5b610>)
MIA Week: 2 TeamStats(first_downs=23, total_yds=459, passing_yds=389, rushing_yds=70, penalty_cnt=5, penalty_yds=49, turnovers=4, punt_cnt=4, punt_yds=199, punt_avg=42, pos_time=<nflgame.game.PossessionTime object at 0x105b5b690>)NYG Week: 2 TeamStats(first_downs=22, total_yds=417, passing_yds=353, rushing_yds=64, penalty_cnt=3, penalty_yds=25, turnovers=3, punt_cnt=2, punt_yds=116, punt_avg=45, pos_time=<nflgame.game.PossessionTime object at 0x105b5b110>)
NO Week: 2 TeamStats(first_downs=16, total_yds=288, passing_yds=247, rushing_yds=41, penalty_cnt=7, penalty_yds=76, turnovers=0, punt_cnt=7, punt_yds=383, punt_avg=45, pos_time=<nflgame.game.PossessionTime object at 0x105b5b1d0>)PIT Week: 2 TeamStats(first_downs=19, total_yds=374, passing_yds=250, rushing_yds=124, penalty_cnt=5, penalty_yds=54, turnovers=2, punt_cnt=8, punt_yds=377, punt_avg=42, pos_time=<nflgame.game.PossessionTime object at 0x105b33bd0>)
CIN Week: 2 TeamStats(first_downs=21, total_yds=412, passing_yds=366, rushing_yds=46, penalty_cnt=5, penalty_yds=31, turnovers=2, punt_cnt=9, punt_yds=407, punt_avg=40, pos_time=<nflgame.game.PossessionTime object at 0x105b33e50>)WAS Week: 2 TeamStats(first_downs=24, total_yds=432, passing_yds=350, rushing_yds=82, penalty_cnt=8, penalty_yds=51, turnovers=1, punt_cnt=2, punt_yds=75, punt_avg=34, pos_time=<nflgame.game.PossessionTime object at 0x105b33c50>)
DAL Week: 2 TeamStats(first_downs=24, total_yds=380, passing_yds=278, rushing_yds=102, penalty_cnt=6, penalty_yds=39, turnovers=1, punt_cnt=3, punt_yds=142, punt_avg=37, pos_time=<nflgame.game.PossessionTime object at 0x105b33dd0>)ARI Week: 2 TeamStats(first_downs=20, total_yds=416, passing_yds=315, rushing_yds=101, penalty_cnt=3, penalty_yds=30, turnovers=0, punt_cnt=6, punt_yds=279, punt_avg=39, pos_time=<nflgame.game.PossessionTime object at 0x105b33d90>)
TB Week: 2 TeamStats(first_downs=21, total_yds=306, passing_yds=221, rushing_yds=85, penalty_cnt=5, penalty_yds=39, turnovers=5, punt_cnt=6, punt_yds=282, punt_avg=43, pos_time=<nflgame.game.PossessionTime object at 0x105b33c10>)LA Week: 2 TeamStats(first_downs=17, total_yds=283, passing_yds=219, rushing_yds=64, penalty_cnt=9, penalty_yds=78, turnovers=0, punt_cnt=6, punt_yds=237, punt_avg=40, pos_time=<nflgame.game.PossessionTime object at 0x105b33b90>)
SEA Week: 2 TeamStats(first_downs=17, total_yds=306, passing_yds=239, rushing_yds=67, penalty_cnt=10, penalty_yds=114, turnovers=2, punt_cnt=7, punt_yds=309, punt_avg=39, pos_time=<nflgame.game.PossessionTime object at 0x105b33e10>)DEN Week: 2 TeamStats(first_downs=24, total_yds=400, passing_yds=266, rushing_yds=134, penalty_cnt=8, penalty_yds=54, turnovers=1, punt_cnt=2, punt_yds=98, punt_avg=39, pos_time=<nflgame.game.PossessionTime object at 0x102981550>)
IND Week: 2 TeamStats(first_downs=19, total_yds=253, passing_yds=170, rushing_yds=83, penalty_cnt=8, penalty_yds=94, turnovers=2, punt_cnt=4, punt_yds=226, punt_avg=45, pos_time=<nflgame.game.PossessionTime object at 0x1025a9710>)OAK Week: 2 TeamStats(first_downs=29, total_yds=454, passing_yds=299, rushing_yds=155, penalty_cnt=9, penalty_yds=58, turnovers=0, punt_cnt=4, punt_yds=211, punt_avg=34, pos_time=<nflgame.game.PossessionTime object at 0x105b33d10>)
ATL Week: 2 TeamStats(first_downs=27, total_yds=528, passing_yds=389, rushing_yds=139, penalty_cnt=7, penalty_yds=73, turnovers=1, punt_cnt=3, punt_yds=132, punt_avg=37, pos_time=<nflgame.game.PossessionTime object at 0x105b33e90>)SD Week: 2 TeamStats(first_downs=25, total_yds=357, passing_yds=207, rushing_yds=150, penalty_cnt=3, penalty_yds=23, turnovers=1, punt_cnt=4, punt_yds=173, punt_avg=41, pos_time=<nflgame.game.PossessionTime object at 0x105b33a50>)
JAX Week: 2 TeamStats(first_downs=20, total_yds=388, passing_yds=319, rushing_yds=69, penalty_cnt=13, penalty_yds=93, turnovers=3, punt_cnt=4, punt_yds=179, punt_avg=40, pos_time=<nflgame.game.PossessionTime object at 0x105b33a10>)MIN Week: 2 TeamStats(first_downs=15, total_yds=284, passing_yds=254, rushing_yds=30, penalty_cnt=13, penalty_yds=137, turnovers=1, punt_cnt=7, punt_yds=273, punt_avg=39, pos_time=<nflgame.game.PossessionTime object at 0x105b33ed0>)
GB Week: 2 TeamStats(first_downs=20, total_yds=263, passing_yds=180, rushing_yds=83, penalty_cnt=6, penalty_yds=72, turnovers=3, punt_cnt=5, punt_yds=193, punt_avg=39, pos_time=<nflgame.game.PossessionTime object at 0x105b33b10>)CHI Week: 2 TeamStats(first_downs=16, total_yds=284, passing_yds=220, rushing_yds=64, penalty_cnt=7, penalty_yds=60, turnovers=3, punt_cnt=4, punt_yds=151, punt_avg=38, pos_time=<nflgame.game.PossessionTime object at 0x105b24c90>)
PHI Week: 2 TeamStats(first_downs=21, total_yds=280, passing_yds=180, rushing_yds=100, penalty_cnt=5, penalty_yds=34, turnovers=0, punt_cnt=5, punt_yds=218, punt_avg=31, pos_time=<nflgame.game.PossessionTime object at 0x105b24d10>)NE Week: 3 TeamStats(first_downs=15, total_yds=282, passing_yds=97, rushing_yds=185, penalty_cnt=3, penalty_yds=15, turnovers=0, punt_cnt=7, punt_yds=333, punt_avg=48, pos_time=<nflgame.game.PossessionTime object at 0x105b33710>)
HOU Week: 3 TeamStats(first_downs=19, total_yds=284, passing_yds=175, rushing_yds=109, penalty_cnt=6, penalty_yds=43, turnovers=3, punt_cnt=6, punt_yds=294, punt_avg=40, pos_time=<nflgame.game.PossessionTime object at 0x105ca8290>)BUF Week: 3 TeamStats(first_downs=16, total_yds=296, passing_yds=88, rushing_yds=208, penalty_cnt=9, penalty_yds=75, turnovers=1, punt_cnt=5, punt_yds=178, punt_avg=33, pos_time=<nflgame.game.PossessionTime object at 0x104089610>)
ARI Week: 3 TeamStats(first_downs=25, total_yds=348, passing_yds=260, rushing_yds=88, penalty_cnt=8, penalty_yds=50, turnovers=5, punt_cnt=6, punt_yds=212, punt_avg=29, pos_time=<nflgame.game.PossessionTime object at 0x104089ad0>)CAR Week: 3 TeamStats(first_downs=18, total_yds=306, passing_yds=201, rushing_yds=105, penalty_cnt=10, penalty_yds=65, turnovers=3, punt_cnt=4, punt_yds=189, punt_avg=33, pos_time=<nflgame.game.PossessionTime object at 0x104459550>)
MIN Week: 3 TeamStats(first_downs=13, total_yds=211, passing_yds=153, rushing_yds=58, penalty_cnt=6, penalty_yds=42, turnovers=0, punt_cnt=7, punt_yds=339, punt_avg=46, pos_time=<nflgame.game.PossessionTime object at 0x104459c10>)CIN Week: 3 TeamStats(first_downs=20, total_yds=332, passing_yds=189, rushing_yds=143, penalty_cnt=9, penalty_yds=69, turnovers=2, punt_cnt=5, punt_yds=231, punt_avg=40, pos_time=<nflgame.game.PossessionTime object at 0x104459ad0>)
DEN Week: 3 TeamStats(first_downs=21, total_yds=355, passing_yds=303, rushing_yds=52, penalty_cnt=5, penalty_yds=41, turnovers=1, punt_cnt=5, punt_yds=231, punt_avg=41, pos_time=<nflgame.game.PossessionTime object at 0x104459cd0>)GB Week: 3 TeamStats(first_downs=17, total_yds=324, passing_yds=201, rushing_yds=123, penalty_cnt=4, penalty_yds=45, turnovers=0, punt_cnt=2, punt_yds=83, punt_avg=34, pos_time=<nflgame.game.PossessionTime object at 0x104459d50>)
DET Week: 3 TeamStats(first_downs=22, total_yds=418, passing_yds=368, rushing_yds=50, penalty_cnt=4, penalty_yds=86, turnovers=1, punt_cnt=2, punt_yds=95, punt_avg=47, pos_time=<nflgame.game.PossessionTime object at 0x104459990>)JAX Week: 3 TeamStats(first_downs=14, total_yds=216, passing_yds=168, rushing_yds=48, penalty_cnt=7, penalty_yds=75, turnovers=3, punt_cnt=6, punt_yds=249, punt_avg=38, pos_time=<nflgame.game.PossessionTime object at 0x104459e90>)
BAL Week: 3 TeamStats(first_downs=18, total_yds=283, passing_yds=199, rushing_yds=84, penalty_cnt=8, penalty_yds=58, turnovers=3, punt_cnt=5, punt_yds=243, punt_avg=38, pos_time=<nflgame.game.PossessionTime object at 0x1044598d0>)MIA Week: 3 TeamStats(first_downs=23, total_yds=426, passing_yds=311, rushing_yds=115, penalty_cnt=8, penalty_yds=67, turnovers=3, punt_cnt=6, punt_yds=293, punt_avg=49, pos_time=<nflgame.game.PossessionTime object at 0x104459a10>)
CLE Week: 3 TeamStats(first_downs=21, total_yds=430, passing_yds=261, rushing_yds=169, penalty_cnt=13, penalty_yds=91, turnovers=1, punt_cnt=5, punt_yds=223, punt_avg=42, pos_time=<nflgame.game.PossessionTime object at 0x104459a90>)NYG Week: 3 TeamStats(first_downs=28, total_yds=457, passing_yds=337, rushing_yds=120, penalty_cnt=11, penalty_yds=128, turnovers=3, punt_cnt=3, punt_yds=142, punt_avg=28, pos_time=<nflgame.game.PossessionTime object at 0x104459f50>)
WAS Week: 3 TeamStats(first_downs=20, total_yds=403, passing_yds=313, rushing_yds=90, penalty_cnt=8, penalty_yds=70, turnovers=1, punt_cnt=2, punt_yds=91, punt_avg=39, pos_time=<nflgame.game.PossessionTime object at 0x104459810>)TEN Week: 3 TeamStats(first_downs=19, total_yds=393, passing_yds=212, rushing_yds=181, penalty_cnt=8, penalty_yds=70, turnovers=3, punt_cnt=6, punt_yds=311, punt_avg=46, pos_time=<nflgame.game.PossessionTime object at 0x104459d10>)
OAK Week: 3 TeamStats(first_downs=17, total_yds=368, passing_yds=245, rushing_yds=123, penalty_cnt=8, penalty_yds=58, turnovers=1, punt_cnt=7, punt_yds=326, punt_avg=39, pos_time=<nflgame.game.PossessionTime object at 0x104459850>)SEA Week: 3 TeamStats(first_downs=18, total_yds=418, passing_yds=291, rushing_yds=127, penalty_cnt=6, penalty_yds=50, turnovers=2, punt_cnt=2, punt_yds=102, punt_avg=41, pos_time=<nflgame.game.PossessionTime object at 0x104459510>)
SF Week: 3 TeamStats(first_downs=12, total_yds=254, passing_yds=119, rushing_yds=135, penalty_cnt=4, penalty_yds=35, turnovers=1, punt_cnt=7, punt_yds=319, punt_avg=33, pos_time=<nflgame.game.PossessionTime object at 0x104459bd0>)TB Week: 3 TeamStats(first_downs=30, total_yds=472, passing_yds=389, rushing_yds=83, penalty_cnt=9, penalty_yds=80, turnovers=2, punt_cnt=4, punt_yds=191, punt_avg=45, pos_time=<nflgame.game.PossessionTime object at 0x104459e10>)
LA Week: 3 TeamStats(first_downs=18, total_yds=320, passing_yds=183, rushing_yds=137, penalty_cnt=8, penalty_yds=69, turnovers=2, punt_cnt=5, punt_yds=256, punt_avg=46, pos_time=<nflgame.game.PossessionTime object at 0x104459f90>)PHI Week: 3 TeamStats(first_downs=25, total_yds=426, passing_yds=301, rushing_yds=125, penalty_cnt=10, penalty_yds=99, turnovers=0, punt_cnt=4, punt_yds=165, punt_avg=41, pos_time=<nflgame.game.PossessionTime object at 0x104459a50>)
PIT Week: 3 TeamStats(first_downs=15, total_yds=251, passing_yds=222, rushing_yds=29, penalty_cnt=7, penalty_yds=77, turnovers=2, punt_cnt=3, punt_yds=165, punt_avg=50, pos_time=<nflgame.game.PossessionTime object at 0x104459690>)IND Week: 3 TeamStats(first_downs=24, total_yds=410, passing_yds=317, rushing_yds=93, penalty_cnt=11, penalty_yds=66, turnovers=2, punt_cnt=3, punt_yds=121, punt_avg=40, pos_time=<nflgame.game.PossessionTime object at 0x1044594d0>)
SD Week: 3 TeamStats(first_downs=17, total_yds=356, passing_yds=319, rushing_yds=37, penalty_cnt=10, penalty_yds=80, turnovers=3, punt_cnt=3, punt_yds=121, punt_avg=40, pos_time=<nflgame.game.PossessionTime object at 0x104459710>)KC Week: 3 TeamStats(first_downs=18, total_yds=293, passing_yds=221, rushing_yds=72, penalty_cnt=5, penalty_yds=59, turnovers=1, punt_cnt=4, punt_yds=172, punt_avg=40, pos_time=<nflgame.game.PossessionTime object at 0x104459e50>)
NYJ Week: 3 TeamStats(first_downs=17, total_yds=305, passing_yds=188, rushing_yds=117, penalty_cnt=3, penalty_yds=15, turnovers=8, punt_cnt=2, punt_yds=86, punt_avg=29, pos_time=<nflgame.game.PossessionTime object at 0x10444d390>)DAL Week: 3 TeamStats(first_downs=25, total_yds=447, passing_yds=248, rushing_yds=199, penalty_cnt=4, penalty_yds=45, turnovers=1, punt_cnt=3, punt_yds=140, punt_avg=41, pos_time=<nflgame.game.PossessionTime object at 0x10444d350>)
CHI Week: 3 TeamStats(first_downs=21, total_yds=390, passing_yds=317, rushing_yds=73, penalty_cnt=6, penalty_yds=45, turnovers=2, punt_cnt=4, punt_yds=159, punt_avg=39, pos_time=<nflgame.game.PossessionTime object at 0x10444d110>)NO Week: 3 TeamStats(first_downs=32, total_yds=474, passing_yds=359, rushing_yds=115, penalty_cnt=5, penalty_yds=75, turnovers=2, punt_cnt=2, punt_yds=83, punt_avg=42, pos_time=<nflgame.game.PossessionTime object at 0x10444d2d0>)
ATL Week: 3 TeamStats(first_downs=26, total_yds=442, passing_yds=225, rushing_yds=217, penalty_cnt=4, penalty_yds=35, turnovers=0, punt_cnt=2, punt_yds=90, punt_avg=45, pos_time=<nflgame.game.PossessionTime object at 0x10444d150>)CIN Week: 4 TeamStats(first_downs=19, total_yds=362, passing_yds=285, rushing_yds=77, penalty_cnt=6, penalty_yds=40, turnovers=0, punt_cnt=4, punt_yds=184, punt_avg=43, pos_time=<nflgame.game.PossessionTime object at 0x10432b0d0>)
MIA Week: 4 TeamStats(first_downs=8, total_yds=222, passing_yds=160, rushing_yds=62, penalty_cnt=7, penalty_yds=68, turnovers=2, punt_cnt=7, punt_yds=344, punt_avg=43, pos_time=<nflgame.game.PossessionTime object at 0x10432b090>)JAX Week: 4 TeamStats(first_downs=23, total_yds=331, passing_yds=195, rushing_yds=136, penalty_cnt=11, penalty_yds=145, turnovers=0, punt_cnt=5, punt_yds=269, punt_avg=46, pos_time=<nflgame.game.PossessionTime object at 0x10430bc50>)
IND Week: 4 TeamStats(first_downs=23, total_yds=284, passing_yds=190, rushing_yds=94, penalty_cnt=7, penalty_yds=78, turnovers=1, punt_cnt=3, punt_yds=149, punt_avg=39, pos_time=<nflgame.game.PossessionTime object at 0x10430bc10>)ATL Week: 4 TeamStats(first_downs=25, total_yds=571, passing_yds=481, rushing_yds=90, penalty_cnt=8, penalty_yds=77, turnovers=1, punt_cnt=3, punt_yds=158, punt_avg=47, pos_time=<nflgame.game.PossessionTime object at 0x105a286d0>)
CAR Week: 4 TeamStats(first_downs=20, total_yds=378, passing_yds=329, rushing_yds=49, penalty_cnt=6, penalty_yds=55, turnovers=2, punt_cnt=6, punt_yds=304, punt_avg=47, pos_time=<nflgame.game.PossessionTime object at 0x105a28e90>)BAL Week: 4 TeamStats(first_downs=25, total_yds=412, passing_yds=282, rushing_yds=130, penalty_cnt=10, penalty_yds=105, turnovers=1, punt_cnt=7, punt_yds=342, punt_avg=33, pos_time=<nflgame.game.PossessionTime object at 0x105a28b10>)
OAK Week: 4 TeamStats(first_downs=13, total_yds=261, passing_yds=199, rushing_yds=62, penalty_cnt=12, penalty_yds=93, turnovers=1, punt_cnt=8, punt_yds=414, punt_avg=47, pos_time=<nflgame.game.PossessionTime object at 0x105a28850>)CHI Week: 4 TeamStats(first_downs=23, total_yds=408, passing_yds=294, rushing_yds=114, penalty_cnt=8, penalty_yds=55, turnovers=0, punt_cnt=4, punt_yds=196, punt_avg=14, pos_time=<nflgame.game.PossessionTime object at 0x105a28990>)
